Project Type,Team Size,Budget ($k),Duration (months),Stakeholder Count,Methodology Used,Team Experience,Risk Level
AI / ML Project,27,283,9,5,Kanban,Mixed,High
Cybersecurity Solution,13,178,14,8,Scrum,Mixed,Medium
Data Analytics Platform,10,674,13,5,Hybrid,Mixed,High
IoT Development,13,235,11,11,Hybrid,Junior,High
Cybersecurity Solution,7,266,19,5,Waterfall,Junior,High
Cybersecurity Solution,3,171,10,4,Kanban,Junior,High
IoT Development,14,10,32,9,Agile,Junior,High
ERP Implementation,3,193,16,5,Kanban,Senior,Medium
Cybersecurity Solution,3,91,33,5,Scrum,Mixed,High
AI / ML Project,4,122,8,5,Waterfall,Mixed,High
AI / ML Project,4,34,18,8,Hybrid,Mixed,Medium
AI / ML Project,12,112,7,6,Kanban,Senior,Medium
Cloud Migration,4,135,10,8,Agile,Senior,Medium
Cybersecurity Solution,18,47,31,2,Agile,Senior,Medium
Cybersecurity Solution,15,196,33,7,Hybrid,Mixed,High
Web Application,4,456,3,7,Hybrid,Junior,Medium
Web Application,26,207,24,7,Agile,Junior,High
Data Analytics Platform,11,107,1,5,Agile,Senior,Low
Cybersecurity Solution,13,77,3,5,Kanban,Mixed,Medium
Mobile App,4,590,16,8,Agile,Junior,Medium
ERP Implementation,17,112,14,6,Waterfall,Junior,High
E-Commerce Platform,6,118,33,7,Scrum,Senior,Medium
E-Commerce Platform,5,1139,4,4,Hybrid,Junior,High
CRM System,9,622,24,4,Scrum,Senior,Medium
E-Commerce Platform,27,246,21,6,Agile,Mixed,High
Cybersecurity Solution,3,401,25,9,Hybrid,Junior,High
CRM System,20,26,19,5,Agile,Senior,Medium
CRM System,10,209,21,5,Scrum,Junior,High
Data Analytics Platform,14,23,25,5,Agile,Junior,Medium
Cybersecurity Solution,28,442,11,4,Scrum,Mixed,Medium
Cybersecurity Solution,10,940,15,5,Agile,Mixed,High
CRM System,10,44,27,5,Waterfall,Senior,Medium
Web Application,22,237,14,9,Scrum,Junior,High
Cybersecurity Solution,11,48,24,8,Agile,Junior,High
Cloud Migration,9,210,32,9,Hybrid,Senior,Medium
IoT Development,4,165,22,6,Scrum,Junior,Medium
IoT Development,6,431,7,8,Scrum,Junior,Medium
Data Analytics Platform,25,54,34,6,Agile,Mixed,Medium
CRM System,11,26,6,9,Waterfall,Junior,High
Cloud Migration,8,336,31,4,Hybrid,Junior,High
IoT Development,12,149,34,7,Kanban,Mixed,High
AI / ML Project,9,325,10,7,Scrum,Junior,High
Web Application,7,104,1,4,Agile,Mixed,Low
Data Analytics Platform,11,673,15,4,Agile,Junior,High
Cybersecurity Solution,7,163,26,10,Hybrid,Mixed,High
Web Application,3,48,14,6,Hybrid,Senior,Medium
ERP Implementation,2,138,6,5,Hybrid,Junior,High
ERP Implementation,9,17,26,5,Hybrid,Mixed,Medium
IoT Development,7,181,33,8,Hybrid,Mixed,High
Cybersecurity Solution,5,283,3,5,Kanban,Senior,Low
Data Analytics Platform,8,420,16,6,Kanban,Mixed,Medium
CRM System,4,79,35,4,Waterfall,Mixed,Medium
Mobile App,5,83,10,6,Waterfall,Mixed,Medium
CRM System,6,332,34,4,Kanban,Senior,Medium
Mobile App,29,352,9,6,Hybrid,Senior,Medium
E-Commerce Platform,7,119,22,5,Hybrid,Mixed,Medium
CRM System,24,211,6,6,Agile,Senior,Medium
E-Commerce Platform,5,119,20,6,Hybrid,Mixed,Medium
AI / ML Project,3,121,16,9,Waterfall,Mixed,High
Cloud Migration,9,46,33,4,Kanban,Senior,Medium
Cloud Migration,7,112,4,4,Scrum,Mixed,Low
Data Analytics Platform,11,159,35,5,Agile,Junior,Medium
ERP Implementation,5,83,17,6,Kanban,Junior,Medium
ERP Implementation,5,27,7,9,Hybrid,Senior,Medium
AI / ML Project,10,107,19,8,Hybrid,Mixed,High
Cybersecurity Solution,16,58,36,6,Scrum,Senior,Medium
CRM System,7,19,17,6,Waterfall,Junior,Medium
E-Commerce Platform,12,22,9,3,Agile,Junior,Medium
AI / ML Project,4,206,36,5,Hybrid,Mixed,High
AI / ML Project,10,31,31,4,Kanban,Senior,Medium
Cloud Migration,15,311,13,3,Agile,Mixed,Medium
Cloud Migration,11,198,23,6,Waterfall,Mixed,High
E-Commerce Platform,7,185,5,2,Waterfall,Senior,Low
Cybersecurity Solution,10,140,23,6,Kanban,Mixed,High
Data Analytics Platform,16,139,30,5,Waterfall,Junior,High
ERP Implementation,10,12,24,8,Waterfall,Junior,High
Data Analytics Platform,7,164,19,6,Kanban,Senior,Medium
Web Application,6,247,26,10,Waterfall,Junior,High
Cybersecurity Solution,8,91,1,7,Scrum,Junior,Medium
E-Commerce Platform,22,573,30,5,Agile,Senior,High
Data Analytics Platform,11,52,33,7,Agile,Mixed,Medium
E-Commerce Platform,19,168,9,9,Kanban,Senior,Medium
Web Application,4,30,18,6,Hybrid,Senior,Low
Mobile App,19,151,21,10,Waterfall,Senior,High
Web Application,7,40,34,6,Waterfall,Mixed,Medium
Data Analytics Platform,9,150,2,12,Agile,Mixed,Medium
Cloud Migration,10,268,34,8,Agile,Mixed,High
E-Commerce Platform,4,185,28,6,Scrum,Junior,Medium
ERP Implementation,27,100,13,5,Scrum,Mixed,Medium
ERP Implementation,10,76,1,9,Kanban,Mixed,Medium
Mobile App,7,58,5,5,Hybrid,Mixed,Low
IoT Development,19,177,19,7,Kanban,Mixed,High
AI / ML Project,5,388,34,3,Hybrid,Mixed,High
AI / ML Project,5,466,1,3,Hybrid,Mixed,Medium
CRM System,7,516,23,7,Hybrid,Senior,Medium
IoT Development,18,69,18,6,Kanban,Senior,Medium
IoT Development,5,67,20,1,Hybrid,Junior,High
IoT Development,24,228,19,3,Hybrid,Senior,High
Data Analytics Platform,6,909,19,7,Scrum,Junior,High
AI / ML Project,6,45,15,12,Waterfall,Mixed,High
Mobile App,2,99,10,4,Hybrid,Senior,Medium
IoT Development,2,55,22,5,Hybrid,Junior,High
Cybersecurity Solution,8,205,9,4,Agile,Senior,Medium
IoT Development,7,131,17,5,Agile,Senior,Medium
IoT Development,6,77,24,7,Agile,Senior,Medium
IoT Development,23,196,28,8,Agile,Junior,High
CRM System,25,74,16,2,Kanban,Senior,Medium
Cybersecurity Solution,5,61,17,3,Agile,Junior,Medium
E-Commerce Platform,14,63,32,6,Hybrid,Junior,High
Mobile App,4,170,28,4,Kanban,Senior,Medium
ERP Implementation,4,145,16,10,Waterfall,Mixed,High
IoT Development,14,158,30,5,Scrum,Mixed,Medium
Cloud Migration,11,807,35,7,Hybrid,Junior,High
Web Application,7,219,29,7,Agile,Junior,Medium
ERP Implementation,5,137,25,6,Scrum,Senior,Medium
E-Commerce Platform,9,76,17,4,Kanban,Mixed,Medium
CRM System,9,52,8,11,Agile,Junior,Medium
Cybersecurity Solution,13,61,5,5,Kanban,Junior,Medium
Cloud Migration,6,30,24,4,Waterfall,Junior,High
IoT Development,17,36,5,7,Agile,Junior,High
Mobile App,27,290,22,10,Agile,Senior,Medium
Cloud Migration,10,106,19,2,Hybrid,Junior,High
ERP Implementation,7,462,34,8,Kanban,Junior,High
E-Commerce Platform,4,189,3,11,Agile,Mixed,Low
Web Application,12,191,22,7,Kanban,Mixed,Medium
Mobile App,8,138,2,4,Agile,Senior,Low
Mobile App,9,218,19,1,Kanban,Junior,Medium
IoT Development,4,21,19,1,Agile,Mixed,Medium
CRM System,6,131,22,6,Kanban,Mixed,Medium
AI / ML Project,21,53,24,5,Kanban,Junior,High
Web Application,4,303,2,3,Hybrid,Mixed,Low
AI / ML Project,10,218,6,9,Hybrid,Junior,High
ERP Implementation,11,173,1,9,Agile,Junior,Medium
IoT Development,8,214,6,5,Hybrid,Mixed,Medium
Web Application,8,129,5,9,Waterfall,Senior,Medium
AI / ML Project,25,47,25,7,Waterfall,Junior,High
Data Analytics Platform,13,303,25,5,Hybrid,Senior,Medium
Data Analytics Platform,7,190,6,7,Hybrid,Senior,Low
IoT Development,5,130,6,9,Scrum,Junior,Medium
Data Analytics Platform,8,252,8,6,Agile,Senior,Low
AI / ML Project,17,229,10,7,Scrum,Senior,Medium
ERP Implementation,3,336,20,9,Scrum,Mixed,High
Cybersecurity Solution,8,170,10,7,Scrum,Junior,Medium
ERP Implementation,2,166,6,8,Scrum,Junior,High
Cloud Migration,4,58,13,12,Agile,Junior,Medium
Mobile App,12,159,33,7,Agile,Junior,Medium
ERP Implementation,6,324,20,4,Kanban,Junior,High
Data Analytics Platform,9,83,5,5,Kanban,Junior,Medium
Data Analytics Platform,3,248,31,5,Waterfall,Junior,High
Cloud Migration,3,218,25,4,Kanban,Mixed,High
Cybersecurity Solution,22,350,36,5,Waterfall,Junior,High
AI / ML Project,9,132,20,5,Kanban,Senior,Medium
Web Application,4,79,30,8,Kanban,Senior,Medium
Cybersecurity Solution,4,230,15,6,Waterfall,Senior,Medium
E-Commerce Platform,14,302,23,5,Scrum,Mixed,Medium
IoT Development,6,233,1,4,Agile,Junior,Medium
Mobile App,8,66,35,6,Kanban,Junior,Medium
AI / ML Project,3,214,9,7,Kanban,Junior,High
Cybersecurity Solution,5,199,36,3,Agile,Junior,High
Data Analytics Platform,4,643,17,9,Agile,Mixed,Medium
E-Commerce Platform,14,127,34,7,Kanban,Senior,Medium
Data Analytics Platform,19,61,9,3,Waterfall,Mixed,Medium
ERP Implementation,3,62,11,7,Agile,Mixed,High
E-Commerce Platform,5,774,33,7,Scrum,Junior,High
Cloud Migration,3,253,32,2,Waterfall,Mixed,High
Mobile App,8,211,29,7,Waterfall,Senior,Medium
Data Analytics Platform,11,263,10,3,Kanban,Senior,Low
Mobile App,3,43,17,7,Kanban,Junior,Medium
Cybersecurity Solution,7,156,3,13,Scrum,Mixed,Medium
Web Application,5,89,18,5,Hybrid,Junior,Medium
Mobile App,2,95,31,5,Agile,Senior,Medium
Data Analytics Platform,8,59,2,2,Agile,Junior,Medium
Data Analytics Platform,8,782,10,7,Hybrid,Mixed,Medium
AI / ML Project,7,46,31,4,Hybrid,Mixed,High
Web Application,27,92,13,6,Scrum,Junior,Medium
Cloud Migration,9,259,10,5,Kanban,Mixed,Medium
E-Commerce Platform,6,244,14,3,Hybrid,Junior,Medium
CRM System,18,100,23,6,Scrum,Mixed,Medium
ERP Implementation,11,346,19,3,Hybrid,Senior,Medium
CRM System,6,96,31,8,Agile,Junior,Medium
Mobile App,5,156,25,8,Scrum,Senior,Low
Data Analytics Platform,10,65,12,4,Waterfall,Mixed,Medium
Web Application,10,133,30,5,Agile,Senior,Medium
CRM System,7,212,15,7,Kanban,Senior,Medium
Mobile App,5,79,9,7,Waterfall,Senior,Low
Web Application,3,112,6,5,Hybrid,Senior,Medium
CRM System,11,31,2,4,Waterfall,Junior,Medium
AI / ML Project,10,108,16,10,Kanban,Mixed,High
Data Analytics Platform,10,61,4,1,Waterfall,Mixed,Medium
E-Commerce Platform,8,250,9,9,Scrum,Junior,Medium
Web Application,6,127,36,5,Hybrid,Senior,Medium
AI / ML Project,14,170,10,9,Hybrid,Mixed,High
AI / ML Project,26,109,5,7,Scrum,Mixed,Medium
AI / ML Project,8,155,1,8,Agile,Senior,Medium
ERP Implementation,4,273,6,8,Agile,Junior,Medium
CRM System,10,284,12,4,Waterfall,Junior,High
CRM System,27,348,8,6,Waterfall,Senior,Medium
IoT Development,3,45,19,8,Kanban,Junior,High
Web Application,14,701,13,7,Kanban,Mixed,Medium
Mobile App,8,44,9,3,Hybrid,Senior,Low
Web Application,7,284,27,5,Kanban,Mixed,Medium
Data Analytics Platform,7,114,26,6,Agile,Junior,Medium
Data Analytics Platform,3,118,4,11,Hybrid,Junior,High
Web Application,13,56,28,10,Scrum,Mixed,Medium
Cybersecurity Solution,21,523,23,5,Scrum,Mixed,High
Cloud Migration,6,56,34,7,Kanban,Senior,Medium
Cybersecurity Solution,4,15,11,10,Kanban,Junior,Medium
AI / ML Project,14,29,9,4,Agile,Junior,Medium
CRM System,4,741,2,4,Hybrid,Senior,Medium
Web Application,11,86,1,7,Kanban,Mixed,Low
ERP Implementation,7,30,13,10,Agile,Senior,Medium
IoT Development,20,191,13,6,Kanban,Senior,Medium
ERP Implementation,5,640,5,5,Hybrid,Senior,Medium
IoT Development,18,337,31,4,Hybrid,Mixed,High
IoT Development,14,256,27,3,Waterfall,Junior,High
AI / ML Project,25,23,12,7,Waterfall,Senior,High
E-Commerce Platform,10,94,30,7,Waterfall,Junior,High
Cloud Migration,9,352,30,11,Kanban,Junior,High
Data Analytics Platform,9,124,36,10,Scrum,Mixed,Medium
Cybersecurity Solution,18,182,34,9,Kanban,Junior,High
Cybersecurity Solution,10,215,22,3,Scrum,Junior,High
E-Commerce Platform,7,28,2,6,Kanban,Senior,Low
Data Analytics Platform,3,75,17,8,Agile,Junior,High
Cybersecurity Solution,23,634,26,5,Waterfall,Junior,High
Cloud Migration,5,310,16,7,Agile,Mixed,Medium
Cloud Migration,10,92,7,4,Scrum,Mixed,Medium
Cybersecurity Solution,9,745,12,5,Hybrid,Mixed,High
E-Commerce Platform,8,107,6,3,Hybrid,Senior,Low
E-Commerce Platform,25,134,17,6,Scrum,Senior,Medium
Cloud Migration,4,182,9,4,Waterfall,Mixed,Medium
Data Analytics Platform,17,376,5,6,Scrum,Junior,Medium
ERP Implementation,5,77,5,7,Waterfall,Mixed,High
Data Analytics Platform,5,101,6,3,Waterfall,Mixed,Medium
IoT Development,12,175,24,8,Hybrid,Junior,High
AI / ML Project,20,261,31,4,Scrum,Mixed,High
E-Commerce Platform,3,172,14,9,Waterfall,Junior,High
Cloud Migration,12,251,16,12,Hybrid,Senior,Medium
Cloud Migration,22,57,6,6,Waterfall,Senior,Medium
Mobile App,7,145,24,4,Waterfall,Senior,Medium
Cloud Migration,4,11,34,4,Hybrid,Junior,High
IoT Development,3,161,7,4,Scrum,Junior,High
Cybersecurity Solution,7,437,25,10,Waterfall,Senior,High
Cloud Migration,7,48,26,7,Agile,Senior,Medium
E-Commerce Platform,12,710,30,9,Waterfall,Junior,High
E-Commerce Platform,7,162,36,2,Kanban,Mixed,Medium
Mobile App,17,218,25,9,Waterfall,Mixed,High
E-Commerce Platform,17,279,16,2,Waterfall,Junior,High
E-Commerce Platform,2,65,33,4,Waterfall,Junior,High
Cybersecurity Solution,9,52,22,7,Kanban,Junior,High
E-Commerce Platform,5,597,23,7,Waterfall,Mixed,High
IoT Development,11,345,35,4,Hybrid,Senior,High
Cloud Migration,4,545,29,14,Scrum,Mixed,High
Cloud Migration,6,206,12,4,Agile,Senior,Medium
E-Commerce Platform,5,518,33,2,Kanban,Junior,High
E-Commerce Platform,6,490,35,2,Kanban,Mixed,Medium
Data Analytics Platform,11,263,25,9,Scrum,Mixed,Medium
Mobile App,6,98,7,4,Hybrid,Junior,Medium
Data Analytics Platform,26,26,34,9,Hybrid,Senior,Medium
Cloud Migration,8,103,17,5,Hybrid,Mixed,Medium
IoT Development,8,63,34,8,Kanban,Mixed,High
E-Commerce Platform,4,416,14,7,Scrum,Junior,Medium
Web Application,9,348,12,6,Agile,Junior,Medium
Mobile App,19,105,23,3,Waterfall,Senior,Medium
E-Commerce Platform,7,47,34,4,Agile,Junior,Medium
CRM System,9,368,12,5,Agile,Junior,Medium
Cybersecurity Solution,9,115,2,3,Scrum,Senior,Low
CRM System,5,202,1,2,Hybrid,Senior,Low
ERP Implementation,11,34,25,4,Waterfall,Senior,Medium
CRM System,13,48,16,4,Agile,Mixed,Medium
Cybersecurity Solution,13,168,32,6,Agile,Senior,Medium
IoT Development,2,302,34,2,Waterfall,Senior,High
IoT Development,6,144,26,6,Scrum,Junior,Medium
AI / ML Project,14,398,24,2,Agile,Mixed,High
Web Application,23,133,1,6,Kanban,Senior,Low
Mobile App,3,61,19,5,Scrum,Senior,Medium
IoT Development,2,193,3,6,Waterfall,Senior,Medium
Mobile App,8,102,32,1,Waterfall,Junior,High
E-Commerce Platform,6,47,33,4,Hybrid,Junior,Medium
Data Analytics Platform,2,35,33,9,Hybrid,Senior,Medium
Cloud Migration,6,150,33,6,Kanban,Mixed,Medium
Data Analytics Platform,24,236,9,3,Scrum,Mixed,Medium
Web Application,7,67,32,10,Waterfall,Senior,Medium
E-Commerce Platform,14,115,7,8,Agile,Mixed,Medium
AI / ML Project,8,142,28,3,Hybrid,Senior,Medium
AI / ML Project,5,135,8,10,Hybrid,Senior,Medium
Mobile App,11,673,35,3,Hybrid,Junior,High
AI / ML Project,12,39,30,10,Hybrid,Mixed,High
Cloud Migration,6,96,33,6,Kanban,Senior,Medium
E-Commerce Platform,26,74,34,3,Scrum,Senior,Medium
IoT Development,5,313,23,3,Hybrid,Junior,High
Mobile App,10,191,34,4,Scrum,Senior,Medium
IoT Development,9,252,11,5,Scrum,Junior,High
CRM System,6,140,16,4,Hybrid,Junior,Medium
Cybersecurity Solution,6,122,14,10,Waterfall,Junior,High
Mobile App,4,227,11,1,Scrum,Senior,Low
Mobile App,8,228,23,8,Scrum,Junior,Medium
Cloud Migration,8,116,7,7,Hybrid,Mixed,Medium
AI / ML Project,5,257,16,3,Hybrid,Senior,Medium
IoT Development,9,23,6,9,Kanban,Junior,Medium
Data Analytics Platform,2,121,2,6,Hybrid,Senior,Medium
Mobile App,8,460,13,8,Scrum,Senior,Low
Data Analytics Platform,3,56,11,7,Kanban,Junior,High
ERP Implementation,7,226,1,11,Scrum,Mixed,Medium
Cybersecurity Solution,2,124,19,7,Kanban,Mixed,High
Mobile App,6,583,35,6,Waterfall,Junior,High
Mobile App,24,160,36,6,Scrum,Junior,High
CRM System,23,238,26,8,Kanban,Junior,High
ERP Implementation,5,72,17,6,Kanban,Mixed,Medium
IoT Development,4,126,24,7,Scrum,Mixed,Medium
Mobile App,3,39,23,9,Agile,Junior,High
Cloud Migration,3,45,21,4,Kanban,Mixed,High
Cybersecurity Solution,15,208,15,3,Hybrid,Junior,High
Cloud Migration,8,91,22,12,Agile,Senior,Medium
Data Analytics Platform,4,261,14,6,Hybrid,Senior,Medium
IoT Development,6,110,28,9,Agile,Senior,Medium
Data Analytics Platform,4,489,19,6,Agile,Mixed,Medium
ERP Implementation,5,92,15,10,Kanban,Mixed,Medium
IoT Development,5,47,33,7,Scrum,Senior,Medium
CRM System,25,376,29,7,Kanban,Senior,Medium
Mobile App,8,987,20,5,Agile,Junior,High
ERP Implementation,3,256,30,3,Scrum,Mixed,High
E-Commerce Platform,9,212,21,8,Hybrid,Senior,Medium
CRM System,5,468,29,5,Scrum,Junior,Medium
Mobile App,5,472,14,7,Hybrid,Senior,Medium
Cybersecurity Solution,6,55,25,2,Agile,Senior,Medium
Mobile App,13,66,15,9,Kanban,Mixed,Medium
Web Application,9,117,31,6,Kanban,Senior,Medium
Cloud Migration,3,173,8,5,Waterfall,Senior,Medium
Web Application,17,65,17,7,Scrum,Senior,Low
AI / ML Project,12,64,34,6,Waterfall,Junior,High
E-Commerce Platform,8,457,24,3,Waterfall,Junior,High
Cloud Migration,24,462,18,5,Scrum,Mixed,Medium
Cloud Migration,5,44,22,5,Scrum,Senior,Medium
Mobile App,3,359,32,11,Waterfall,Senior,High
Cybersecurity Solution,8,266,9,6,Agile,Junior,Medium
AI / ML Project,10,46,23,4,Scrum,Mixed,Medium
Cloud Migration,9,143,26,5,Agile,Senior,Medium
Cloud Migration,8,674,16,7,Scrum,Junior,Medium
Cybersecurity Solution,11,126,24,3,Kanban,Senior,Medium
IoT Development,6,69,35,7,Agile,Junior,High
CRM System,15,126,12,7,Scrum,Mixed,Medium
Cybersecurity Solution,15,151,30,1,Scrum,Mixed,Medium
Web Application,7,43,33,5,Waterfall,Mixed,Medium
Cybersecurity Solution,5,160,4,6,Kanban,Junior,Medium
ERP Implementation,15,332,12,3,Hybrid,Junior,High
ERP Implementation,6,276,23,8,Hybrid,Junior,High
ERP Implementation,6,107,2,9,Waterfall,Senior,Medium
Cybersecurity Solution,7,416,6,6,Waterfall,Senior,Medium
ERP Implementation,9,298,16,5,Agile,Mixed,Medium
CRM System,8,77,9,3,Kanban,Senior,Low
Web Application,7,118,4,6,Kanban,Mixed,Low
E-Commerce Platform,10,23,30,6,Scrum,Senior,Low
Web Application,19,63,31,6,Agile,Senior,Medium
E-Commerce Platform,12,283,29,5,Hybrid,Senior,Medium
Data Analytics Platform,6,152,17,6,Kanban,Junior,Medium
AI / ML Project,6,140,4,8,Hybrid,Mixed,Medium
Mobile App,26,394,3,8,Scrum,Mixed,Medium
E-Commerce Platform,8,148,10,6,Kanban,Junior,Medium
Mobile App,3,281,16,7,Waterfall,Junior,High
Data Analytics Platform,11,132,9,12,Scrum,Junior,Medium
AI / ML Project,8,98,22,3,Waterfall,Mixed,High
Web Application,4,406,35,7,Agile,Mixed,Medium
Cybersecurity Solution,4,243,17,8,Waterfall,Senior,High
Cybersecurity Solution,4,83,13,15,Scrum,Senior,Medium
E-Commerce Platform,2,71,19,12,Kanban,Junior,High
ERP Implementation,9,290,13,7,Waterfall,Mixed,High
Web Application,5,1237,16,9,Kanban,Senior,Medium
Data Analytics Platform,5,82,19,7,Hybrid,Senior,Medium
Cloud Migration,3,101,31,6,Kanban,Junior,High
E-Commerce Platform,6,207,22,5,Scrum,Senior,Low
Cloud Migration,7,162,1,6,Kanban,Mixed,Medium
E-Commerce Platform,23,267,9,7,Agile,Senior,Medium
E-Commerce Platform,7,63,13,10,Hybrid,Junior,Medium
CRM System,3,131,5,8,Hybrid,Senior,Medium
Cloud Migration,14,181,18,7,Hybrid,Mixed,Medium
IoT Development,9,106,9,4,Scrum,Junior,Medium
E-Commerce Platform,6,1636,11,2,Scrum,Mixed,Medium
IoT Development,28,22,11,9,Hybrid,Junior,High
AI / ML Project,25,67,20,5,Kanban,Junior,High
Cybersecurity Solution,5,431,1,6,Waterfall,Mixed,Medium
AI / ML Project,11,272,14,7,Hybrid,Mixed,High
CRM System,4,277,2,8,Kanban,Mixed,Medium
Web Application,8,98,13,4,Waterfall,Junior,Medium
Cloud Migration,26,79,4,8,Hybrid,Junior,High
ERP Implementation,9,67,17,11,Waterfall,Junior,High
E-Commerce Platform,4,102,34,3,Agile,Mixed,Medium
AI / ML Project,9,66,2,7,Agile,Junior,Medium
Data Analytics Platform,8,28,32,4,Agile,Senior,Low
E-Commerce Platform,21,1357,4,5,Hybrid,Mixed,High
ERP Implementation,10,64,6,4,Hybrid,Mixed,Medium
Data Analytics Platform,6,84,22,5,Agile,Junior,Medium
AI / ML Project,12,80,15,7,Waterfall,Mixed,High
Cloud Migration,9,111,18,7,Waterfall,Senior,Medium
E-Commerce Platform,5,785,6,8,Agile,Mixed,Medium
Mobile App,14,131,16,6,Scrum,Senior,Low
IoT Development,7,124,21,1,Agile,Senior,Medium
ERP Implementation,8,92,20,4,Hybrid,Mixed,High
E-Commerce Platform,6,122,34,6,Scrum,Mixed,Medium
Mobile App,16,133,26,6,Agile,Mixed,Medium
Cybersecurity Solution,5,58,6,10,Agile,Mixed,Medium
AI / ML Project,13,38,34,2,Kanban,Junior,High
Web Application,4,52,9,3,Hybrid,Junior,Medium
E-Commerce Platform,2,138,11,2,Scrum,Senior,Medium
Data Analytics Platform,6,134,27,6,Agile,Junior,Medium
CRM System,6,50,25,5,Scrum,Junior,Medium
Data Analytics Platform,5,231,9,7,Hybrid,Junior,Medium
ERP Implementation,5,155,35,1,Kanban,Mixed,Medium
E-Commerce Platform,2,70,34,4,Agile,Senior,Medium
Data Analytics Platform,8,201,28,8,Scrum,Junior,Medium
Data Analytics Platform,10,72,5,2,Scrum,Senior,Low
ERP Implementation,9,383,20,7,Agile,Mixed,High
AI / ML Project,12,288,4,7,Agile,Junior,High
Web Application,5,138,10,3,Agile,Junior,Low
CRM System,4,118,16,3,Waterfall,Junior,Medium
Cybersecurity Solution,5,56,17,8,Kanban,Mixed,Medium
ERP Implementation,5,52,27,7,Agile,Mixed,Medium
Web Application,4,443,28,7,Agile,Senior,Medium
CRM System,25,267,22,4,Waterfall,Mixed,High
Data Analytics Platform,4,136,26,7,Agile,Junior,Medium
Data Analytics Platform,10,187,20,4,Waterfall,Senior,Medium
Cybersecurity Solution,26,139,36,8,Kanban,Junior,High
Cybersecurity Solution,5,136,12,6,Hybrid,Mixed,Medium
E-Commerce Platform,12,34,5,9,Waterfall,Junior,Medium
IoT Development,6,400,19,10,Scrum,Senior,Medium
Web Application,6,79,29,5,Hybrid,Mixed,Medium
Data Analytics Platform,8,100,9,5,Scrum,Junior,Medium
AI / ML Project,14,204,1,5,Kanban,Senior,Medium
IoT Development,5,39,13,6,Waterfall,Mixed,Medium
E-Commerce Platform,21,238,29,4,Kanban,Senior,Medium
E-Commerce Platform,14,303,13,5,Kanban,Junior,Medium
E-Commerce Platform,13,51,17,14,Hybrid,Mixed,Medium
IoT Development,4,139,3,8,Hybrid,Mixed,Medium
ERP Implementation,6,207,10,9,Waterfall,Mixed,High
CRM System,5,319,21,6,Kanban,Junior,Medium
CRM System,7,241,32,5,Kanban,Senior,Medium
ERP Implementation,6,223,36,4,Scrum,Mixed,Medium
Web Application,12,1466,18,9,Hybrid,Junior,High
ERP Implementation,7,639,1,11,Scrum,Junior,High
AI / ML Project,11,146,10,4,Scrum,Senior,Medium
Cybersecurity Solution,8,35,14,6,Hybrid,Senior,Medium
Data Analytics Platform,5,136,14,10,Hybrid,Senior,Medium
ERP Implementation,13,44,8,8,Kanban,Senior,Medium
Data Analytics Platform,28,71,32,8,Kanban,Junior,High
Data Analytics Platform,11,118,12,7,Kanban,Mixed,Medium
AI / ML Project,5,42,21,1,Kanban,Mixed,Medium
Cybersecurity Solution,12,162,21,10,Agile,Senior,Medium
